CHAN_SEQ,PU_GAP,AREAKM,SINUOUS,URBWT,AGWT,WATWT,WETWT,DARWT,DARRT
77734,chipp5963,1.5408,1.017,3.037383178,32.65186916,0,27.51168224,-1.8242,2.527
77735,chipp5964,19.2456,1.497,4.325664048,60.1758324,0,0.430228208,-0.8998,31.0217
77736,chipp5965,37.2879,1.25,5.237624001,63.88694456,0,0.374116,-186.442,87.3402
77737,chipp5966,2.2896,1.018,0,0,0,21.85534591,-1.7233,1.8316
77738,chipp5967,2.9862,1.303,3.767329717,77.09463532,0,0,-5.1198,3.2
77739,chipp5968,7.155,1.084,12.79245283,59.57232704,0,0,6.3068,55.6282
77740,chipp5969,102.2292,1.075,5.681938233,26.87959996,0.131175828,8.472725992,-40.6927,29.0556
72827,chipp597,136.9395,1.314,5.219020078,0,22.79254707,13.75768131,-134.4559,62.8055
77741,chipp5970,3.4758,1.118,4.427757639,0.129466598,0.155359917,6.343863283,-32.1098,6.2
77742,chipp5971,1.5336,1.077,9.976525822,68.42723005,0,0,-1.1138,5.2892
77743,chipp5972,2.0547,1.241,0.306614104,15.76872536,1.095050372,3.635567236,-0.8841,1.431
77744,chipp5973,5.211,1.217,3.419689119,59.20552677,0,3.713298791,-2.8094,1.6212
77745,chipp5974,76.4064,1.277,4.558518658,61.8910196,0.677299284,0.260318507,-80.2084,66.7273
77746,chipp5975,5.6052,1.117,11.81759794,64.62748876,0,0,0.8163,61.5621
77747,chipp5976,7.1658,1.132,6.455664406,71.65285104,0,0,-3.9259,6.89
77748,chipp5977,43.4385,1.008,0.818398425,0.310784212,0.055941158,27.09416762,-5.5874,6.4704
77749,chipp5978,17.6211,1.011,5.776597375,43.2606364,0.025537566,8.703202411,-2.5762,5.5388
77750,chipp5979,18.1809,1.098,4.277015989,58.63076085,0,2.282065244,-3.3571,5.7848
72828,chipp598,2.4174,1.091,5.137751303,0,27.25241996,2.308265078,-172.2788,349.6656
77751,chipp5980,36.0414,1.092,8.435299406,69.38770414,0,1.153673276,-2.0464,4.302
77752,chipp5981,1.1934,1.082,5.20361991,87.40573152,0,0,-1.6192,3.4751
77753,chipp5982,1.2006,1.056,0.449775112,11.6191904,0,0,-1.1072,2.9177
77754,chipp5983,8.1252,1.043,2.049180328,4.164820558,0.055383252,26.81657067,-21.0852,32.0475
77755,chipp5984,2.7459,1.086,4.293674205,70.59980334,0,0.688298918,-2.9774,1.9008
77756,chipp5985,3.4749,1.078,2.227402227,79.69437969,0,1.57990158,-3.0342,2.2759
77757,chipp5986,10.899,1.194,4.02146986,81.42031379,0,0.759702725,-2.8324,3.7194
77758,chipp5987,27.0234,1.066,7.237061214,69.09678279,0,1.149004196,-1.8887,4.2306
77759,chipp5988,13.284,1.016,5.440379404,51.4498645,0,3.814363144,-3.0103,8.2754
77760,chipp5989,96.7635,1.083,5.776868344,28.39324745,0.133004697,8.015625727,-40.2358,30.5594
72829,chipp599,58.8582,1.519,2.813541699,3.94813297,0.954157619,38.42930976,-185.2125,243.3833
77762,chipp5991,1.8387,1.384,2.300538424,67.49877631,0,0,-5.9686,4.8266
77763,chipp5992,1.6839,1.084,3.794762159,36.55799038,0,0,-5.7579,12.2907
77764,chipp5993,2.2545,1.048,3.113772455,34.37125749,0,0,-8.392,10.3333
77765,chipp5994,18.7299,1.038,3.997885734,78.50655903,0.024025756,0.350776032,-2.4113,4.4423
77766,chipp5995,2.2563,1.358,3.94894296,70.08376546,0,0.43877144,-2.0913,3.1122
77767,chipp5996,21.0537,1.105,7.275680759,34.4590262,0.145342624,11.66160817,0.1723,3.1224
77768,chipp5997,3.1257,1.046,6.363374604,29.88770515,0,0.950187158,-2.7555,3.5259
77769,chipp5998,14.6889,1.023,4.515654678,78.92898719,0,0.189939342,-2.1482,5.1043
72341,chipp6,4.482,1.002,2.530120482,0,2.510040161,31.00401606,-132.4286,73.173
72830,chipp600,0.2412,1,7.462686567,0,24.62686567,6.71641791,63.7351,88.2759
77771,chipp6000,9.522,1.004,3.620037807,46.20037807,0.047258979,5.604914934,-2.7437,6.9529
77772,chipp6001,11.5497,1.248,5.322216161,66.86667186,0,0,-6.9393,7.8634
77773,chipp6002,83.5362,1.119,5.301773363,61.88023875,0.619491909,0.238100368,-73.5654,65.6144
77775,chipp6004,22.8951,1.124,4.599237391,61.32709619,0,2.323204528,-3.6737,-1.152
77776,chipp6005,9.3024,1.025,4.266640867,76.20936533,0,0.183823529,-2.3788,5.9538
77777,chipp6006,15.2469,1.459,5.814296677,66.72569506,0,0,-7.9206,6.7042
77778,chipp6007,11.0781,1.11,3.907709806,55.80469575,0,4.30579251,-3.2501,5.1712
77779,chipp6008,15.7266,1.237,4.65262676,66.504521,0,2.363511503,-18.0208,-2.1342
77780,chipp6009,26.0739,1.013,0.949225087,0.003451728,0.072486279,31.81802492,-8.1842,8.8357
72831,chipp601,5.5584,1.093,5.375647668,21.82642487,1.813471503,33.2253886,-332.1085,175.1217
77781,chipp6010,4.1031,1.053,5.066900636,77.78021496,0,1.381881992,-2.1915,3.9523
77782,chipp6011,2.3706,1.186,5.16324981,16.78056188,0,15.56567957,-1.7335,4.6121
77783,chipp6012,0.8514,1.026,0,24.84143763,0,0,3.0539,22.0841
77784,chipp6013,8.2737,1.363,3.546176439,71.80463396,0,1.283585337,-2.1146,3.381
77785,chipp6014,7.5744,1.014,11.00285171,70.97195817,0,0.427756654,-2.2863,4.7697
77787,chipp6016,1.7424,1.102,3.099173554,87.55165289,0,0,-3.5749,4.2793
77788,chipp6017,0.5562,1.023,0,31.06796117,0,1.45631068,17.8091,27.1117
77789,chipp6018,581.9751,1.845,5.5652381,61.42793738,0.360324694,1.601202526,-216.6414,193.6788
77790,chipp6019,59.4828,1.387,5.274465896,62.2753132,0,0.459964897,-117.3575,64.6851
72832,chipp602,2.8629,1.209,9.336686577,14.83810123,0,41.55925809,-257.3474,148.7131
77791,chipp6020,16.4511,1.373,0.388423874,0.81514306,0.032824553,20.87641556,-1.7003,2.1746
77792,chipp6021,4.4019,1.123,6.726640769,64.36311593,0,1.308525864,-1.9338,5.0876
77793,chipp6022,2.3742,1.07,0.075815011,67.21000758,0.189537528,0.720242608,-3.492,1.3968
77794,chipp6023,2.7684,1.118,5.071521456,71.45643693,0,0,-9.1772,2.1347
77795,chipp6024,9.297,1.175,3.175217812,62.35237173,0,2.400774443,-4.3714,0.3906
77796,chipp6025,132.3531,1.636,4.580474503,54.12657505,0.010199988,4.194914966,-50.8857,-3.545
77797,chipp6026,4.9707,1.042,4.454101032,51.04110085,0,0.633713561,-1.5718,4.5536
77798,chipp6027,11.5884,1.157,5.801491146,71.05467537,0,0.792171482,-3.3126,4.1651
77799,chipp6028,2.3445,1.048,2.955854127,64.52975048,0,2.418426104,-2.6307,3.1971
77800,chipp6029,13.9383,1.043,8.846129011,58.79124427,0,1.052495642,-0.9192,5.3279
72833,chipp603,10.1214,1.161,4.277076294,9.238840477,0.826960697,23.04819491,-177.7384,346.2975
77801,chipp6030,1.0359,1.028,0.260642919,26.7593397,0.434404865,6.689834926,-0.1277,6.5055
77802,chipp6031,4.8249,1.052,5.521357956,50.08393956,0,0.466330908,-4.1792,8.2716
77803,chipp6032,13.6926,1.014,7.263047193,45.54357828,0.046010254,5.317470751,0.437,4.1199
77804,chipp6033,20.1852,1.193,4.926877118,52.72873194,0.187265918,4.088639201,-2.9415,4.6674
77805,chipp6034,10.9836,1.061,0.688298918,0.008194035,0.131104556,36.83218617,-18.3225,15.642
77806,chipp6035,1.7154,1.04,10.49317943,70.82896118,0,0.314795383,-2.0777,4.6047
77807,chipp6036,6.372,1.057,3.488700565,76.66666667,0,0.550847458,-1.8542,4.5585
77809,chipp6038,12.4407,1.323,3.949938508,71.61252984,0.036171598,1.30217753,-1.0098,7.1021
77810,chipp6039,6.8778,1.028,7.053127454,60.2460089,0.091599058,2.342318765,-1.1044,5.3459
72834,chipp604,13.0239,1.324,2.916177182,9.577776242,0.096745215,43.92232741,-35.4866,413.3689
77811,chipp6040,102.4416,1.307,5.396928592,62.42005201,0.50516587,0.194159404,-61.4379,54.4491
77812,chipp6041,1.8,1.135,4.6,58.5,0,0,-12.217,11.8288
77813,chipp6042,7.3719,1.131,8.924429252,42.53448907,0,10.19411549,-2.517,4.0834
77814,chipp6043,52.3314,1.018,4.230729543,17.90320916,0.077391394,9.054793107,-32.5538,25.2588
77815,chipp6044,23254.7508,1.136,4.584669641,24.86366915,4.107024015,16.161735,-85.9262,50.4968
77816,chipp6045,5.3199,1.226,9.118592455,27.76180003,8.475723228,38.48756556,-153.0585,-72.9792
77818,chipp6047,644.0886,1.301,5.56106722,61.31328826,0.33661518,1.678045536,-206.7123,181.7716
77819,chipp6048,5.3667,1.343,4.963944323,83.59885963,0,0.167700822,-1.7646,3.5565
77820,chipp6049,43.6509,1.132,7.632832313,41.41976454,0.20205769,6.069977939,-49.046,34.5581
77821,chipp6050,1.6398,1.023,0.164654226,89.90120746,0,0.27442371,0.6982,10.7547
77822,chipp6051,3.3048,1.349,6.753812636,72.08605664,0,0.653594771,-1.6429,5.6017
77823,chipp6052,2.0196,1.098,12.1657754,47.95008913,0,2.852049911,0.9024,11.0354
77824,chipp6053,11.223,1.203,2.542101043,0.240577386,0,14.46672013,-29.2273,24.7013
77825,chipp6054,4.0401,1.138,3.408331477,63.84495433,0,0.022276676,24.9356,33.2274
77826,chipp6055,104.9283,1.361,5.423417705,62.28481735,0.493193924,0.205854855,-60.2754,53.2317
77827,chipp6056,20.8755,1.062,4.746712654,38.27549041,0,9.803837034,-2.235,2.8881
77828,chipp6057,21.1311,1.048,4.110055795,69.44503599,0,1.090336045,-3.1359,3.8724
77829,chipp6058,9.5841,1.338,4.169405578,77.7537797,0,0.460137102,-1.656,5.5052
77830,chipp6059,99.8325,1.238,4.411088573,52.53820149,0.00811359,4.402974983,-32.8511,10.003
77831,chipp6060,22.3155,1.097,1.899576528,0.907441016,0.056462997,12.47832224,-39.6238,27.6092
77832,chipp6061,6.3765,1.135,5.645730416,59.23782639,0,0.635144672,-3.0211,10.7524
77833,chipp6062,11.2887,1.028,0,0,0.039862872,35.70916049,-1.3771,5.1537
77834,chipp6063,6.7905,1.32,4.413518887,57.68058317,0,2.796554009,-3.2561,8.3588
77835,chipp6064,8.3781,1.029,1.65431303,0.354495649,0.150392094,11.12901493,-46.8356,25.7968
77836,chipp6065,3.2832,1.167,4.30372807,74.06798246,0,0,-6.7627,3.4234
77837,chipp6066,23908.2174,1.061,4.611712708,25.84579392,4.008106853,15.77732182,-89.2733,54.5614
77838,chipp6067,4.7727,1.457,6.76975297,80.25645861,0,2.036583066,-55.1416,-22.1944
77839,chipp6068,6.8751,1.113,4.018850635,72.41785574,0,0.143997905,-2.019,7.0486
77840,chipp6069,7.6608,1.436,4.476033835,82.0018797,0,0,-4.2685,3.4179
77841,chipp6070,3.3993,1.322,3.997881917,90.8128144,0,0,-2.5204,4.7623
77842,chipp6071,84.0411,1.16,4.257916662,51.96564538,0.009638141,4.968997312,-23.5195,14.1913
77843,chipp6072,2.9196,1.178,2.435265105,60.91245376,0,0,80.1517,150.0819
77844,chipp6073,111.2391,1.443,5.33499462,62.14047039,0.46521412,0.205503281,-56.1189,51.8059
77845,chipp6074,2.2653,1.117,4.092173222,68.17640048,0,1.430274136,1.2724,15.6299
77846,chipp6075,11.421,1.181,4.247438928,77.76989756,0,0,-5.7829,4.154
77847,chipp6076,9.0972,1.17,3.86822319,46.75504551,0,1.286110012,-31.9054,6.9317
77848,chipp6077,1.8081,1.021,3.036336486,67.54604281,0,0.447984072,-1.4251,3.3401
77849,chipp6078,3.3813,1.14,3.779611392,53.63321799,0,0.15970189,-30.4136,-20.4704
77850,chipp6079,64.1799,1.058,4.540673949,53.57798937,0,6.156132995,-20.8054,14.0795
72838,chipp608,2.9529,1.106,3.840292594,0,0.304785126,48.33892106,-179.9787,392.3277
77851,chipp6080,2.1456,1.121,4.27852349,57.17281879,0,4.488255034,-1.2647,3.4318
77852,chipp6081,7.4061,1.06,10.60882246,46.20245473,0,0.899258719,0.4704,8.7286
77853,chipp6082,5.9688,1.013,4.523522316,39.47527141,0,1.507840772,-16.943,38.403
77854,chipp6083,4.0725,1.167,0,0,0.110497238,10.47513812,-1.6505,3.625
77855,chipp6084,30.9492,1.15,7.328137722,43.46574386,0.194835408,3.515761312,-51.6736,37.4348
77856,chipp6085,7.947,1.049,3.48810872,30.61155153,0,3.861834655,-2.6825,3.4848
77858,chipp6087,20.1384,1.042,7.378441187,43.80139435,0.08938148,1.479263497,-19.62,25.6611
77859,chipp6088,1.6092,1.12,4.8098434,17.44966443,2.460850112,8.109619687,-313.0666,10.2825
77860,chipp6089,4.6449,1.097,3.197054834,51.79228832,0,0.949428405,-1.7554,4.3311
77861,chipp6090,4.2039,1.73,0,0,0,54.29244273,-0.6036,9.0749
77862,chipp6091,59.2191,1.17,4.515266189,52.89898023,0,6.585206462,-18.8558,18.0706
77863,chipp6092,11.8998,1.134,3.350476479,56.5194373,0,1.769777643,-8.3651,5.8913
77864,chipp6093,29.214,1.09,3.817005545,53.87861984,0,9.802834258,-15.633,19.9441
77865,chipp6094,17.667,1.28,4.36067244,72.96484972,0,0,-7.6,6.0186
77867,chipp6096,2.727,1.189,5.610561056,63.23432343,0,1.386138614,-2.8254,5.2317
77868,chipp6097,23914.0485,1.059,4.611830155,25.84235957,4.011088712,15.77691832,-89.3118,54.5431
77869,chipp6098,29.2779,1.089,4.832313793,61.04946051,2.20405152,1.281854231,-18.4915,-17.9027
77870,chipp6099,1.4346,1.074,0.752823087,38.33124216,0,0,-23.1487,13.3324
72382,chipp61,11.6793,2.417,3.421437929,0,0.655005009,38.12129152,-108.5472,58.9793
72839,chipp610,6.1974,1.267,2.526866105,0,5.169909962,29.32036015,-89.6792,35.2229
77871,chipp6100,2.3121,1.102,2.14091086,9.887115609,0,2.413390424,-3.0012,4.984
77872,chipp6101,116.2683,1.153,5.324839187,61.90406155,0.445091224,0.207451214,-51.48,53.9287
77873,chipp6102,26.9109,1.228,5.15032942,70.79361894,0,0.030099328,-8.6536,6.3237
77874,chipp6103,3.5622,1.285,7.453259222,17.30672057,0.353713997,3.107630116,-13.7418,13.4126
77875,chipp6104,8.4492,1.147,10.33233916,46.93225394,0.330208777,7.658713251,-38.8788,23.9476
77876,chipp6105,6.8868,1.029,1.071615264,0.013068479,0,44.09304757,-17.6928,24.5195
77877,chipp6106,3.2148,1.055,4.28331467,33.31466965,0,6.662933931,-2.3551,2.5617
77878,chipp6107,4.6098,1.072,5.017571261,65.61889887,0.136665365,1.288559157,-2.0164,4.1322
77879,chipp6108,16.4349,1.131,2.486172718,41.40518044,0.049285362,1.16642024,-19.995,10.2348
77880,chipp6109,2.9709,1.625,4.877309906,80.58164193,0,0,-2.4804,4.614
72840,chipp611,504.1719,1.205,3.671426353,2.883837834,1.429690945,38.38547924,-123.0508,106.0527
77881,chipp6110,2.1483,1.063,3.477167993,56.68202765,0,0,67.6146,94.1242
77882,chipp6111,144.5346,1.297,5.287246099,63.52541191,0.358045755,0.173107339,-43.0757,44.8273
77883,chipp6112,28.6929,1.116,7.396254823,45.6165114,0.003136664,2.13293184,-53.5391,38.4667
77884,chipp6113,3.4083,1.322,3.77607605,71.13810404,0,0,-6.9206,5.9466
77885,chipp6114,3.0699,1.059,5.570214013,16.59337438,0,0.469070654,-203.5497,188.1469
77886,chipp6115,10.4103,1.089,2.731909743,21.64779113,0,12.39733725,-1.8267,2.8293
77888,chipp6117,3.321,1.008,5.826558266,15.33875339,3.116531165,1.788617886,-192.9027,120.4909
77889,chipp6118,148.3146,1.088,5.262327512,63.37002561,0.34892047,0.180225008,-40.9412,45.4277
77890,chipp6119,0.9657,1.126,2.329916123,22.92637465,0,1.957129543,-283.2451,140.5655
72841,chipp612,17.4681,1.147,2.040290587,0.09789273,0.14941522,36.43155237,-184.7238,262.468
77891,chipp6120,3.4074,1.112,2.773375594,46.46064448,0,0,-5.3634,20.8047
77892,chipp6121,23.562,1.263,4.266615737,53.55233002,0,0.240641711,-320.149,117.3122
77893,chipp6122,6.8355,1.074,4.186965109,41.14549045,0,0.092165899,5.7651,22.6087
77894,chipp6123,1.4544,1.076,3.032178218,40.03712871,0,0,6.453,76.1858
77895,chipp6124,8.3862,1.032,4.003004937,40.91006654,0,0.075123417,5.9342,38.5636
77896,chipp6125,161.0226,1.211,5.164492438,63.3885554,0.328090591,0.288965648,-38.5114,42.6644
77897,chipp6126,26.0748,1.075,3.178931382,33.10782825,0,0.559160569,-4.8547,20.7822
77898,chipp6127,1.2753,1.015,3.952011291,59.77417078,0,0,-4.4993,11.33
77899,chipp6128,16.6122,1.199,7.476432983,39.96099252,0,0.958933796,-52.2718,38.5667
77900,chipp6129,5.1786,1.081,5.074730622,17.57038582,2.328814738,8.985053876,-190.3641,131.3892
77901,chipp6130,2.2176,1.061,6.574675325,29.38311688,0,0.771103896,-6.763,0.0828
77902,chipp6131,0.909,1,14.05940594,43.46534653,0,1.881188119,-6.5895,-11.2903
77903,chipp6132,4.995,1.064,8.234234234,45.35135135,0,0.342342342,-32.3615,14.6722
77904,chipp6133,0.0801,1,6.741573034,93.25842697,0,0,-28.6854,13.8571
77905,chipp6134,0.576,1,2.96875,51.5625,0,0.625,-17.9828,8.5517
77906,chipp6135,0.6219,1,2.749638205,51.9536903,0,3.617945007,-16.1954,6.7031
77907,chipp6136,16.7121,1.218,3.888200765,51.05821531,0,15.64973881,-20.1668,26.8841
77908,chipp6137,0.6588,1,2.595628415,54.09836066,0,3.68852459,-14.4617,8.0373
77909,chipp6138,17.4339,1.101,2.828971142,29.17247432,0,0.800165195,-9.8952,14.5235
77910,chipp6139,5.6331,1.054,1.150343505,28.67870267,0,0.910688608,-9.2561,12.8702
77911,chipp6140,6.7896,1.228,5.97826087,70.10869565,0,0,-11.1155,5.5405
77912,chipp6141,0.0198,1,0,90.90909091,0,9.090909091,10.3182,11.3846
77913,chipp6142,0.0207,1,0,56.52173913,0,43.47826087,2.087,1.5667
77914,chipp6143,0.4905,1,2.385321101,44.22018349,0,0.733944954,-16.5046,4.8
77915,chipp6144,1.2186,1.023,0,20.08862629,0,0,-6.564,6.0111
77916,chipp6145,36.5535,1.492,3.269727933,38.48578112,0,0.485042472,-18.8159,20.6817
77917,chipp6146,23948.64,1.029,4.611625128,25.88647706,4.012431604,15.76139063,-89.212,54.4846
77918,chipp6147,6.8787,1.102,5.560643726,33.53395264,5.155043831,7.326965851,-23.1192,4.5455
77919,chipp6148,8.2944,1,2.44140625,51.90972222,0,0.444878472,-5.6123,14.0945
77920,chipp6149,11.3976,1.313,3.877132028,67.81427669,0,0.157927985,-10.2091,8.6178
77921,chipp6150,3.9735,1.26,3.986409966,30.55492639,0,0.611551529,-1.2097,22.2326
77922,chipp6151,166.5945,1.209,5.153831609,62.57259393,0.317117312,0.346830177,-37.5834,41.4586
77923,chipp6152,170.6112,1.065,5.131140277,61.82425304,0.309651418,0.352907664,-36.7263,40.952
77924,chipp6153,0.2493,1.426,9.025270758,73.28519856,0,0,-11.9711,3.9175
77925,chipp6154,30.1815,1.943,4.219472193,50.58297301,0,0.20873714,-251.6235,81.8412
77926,chipp6155,186.6384,1.136,5.066160019,60.78331147,0.283060721,0.338033331,-34.6624,38.4178
77927,chipp6156,7.7544,1,2.24001857,50.52228412,0,0.39461467,-5.4805,15.2168
77928,chipp6157,7.6338,1.199,2.428672483,39.74298515,0.10610705,0.978542797,-10.2728,15.9266
77929,chipp6158,9.9261,1.107,3.128116783,27.79943785,0,0.761628434,-10.7872,16.4156
77930,chipp6159,2.1069,1.036,4.955147373,28.36394703,0,0.640751815,-12.2166,20.0594
77931,chipp6160,5.2821,1.097,4.310785483,27.26188448,0,0.715624468,-11.2365,16.8628
77932,chipp6161,0.7884,1.159,0.228310502,45.20547945,0,0,-4.1598,14.3295
77933,chipp6162,7.7958,1.021,3.128607712,24.38235973,0,0,-45.4234,44.2763
77934,chipp6163,4.7538,1.381,4.468004544,83.15032185,0,0,-5.9321,6.3221
77935,chipp6164,3.4227,1.076,1.262161451,30.29187484,0,1.07809624,-11.7673,20.1821
77936,chipp6165,4.365,1.228,6.020618557,46.7628866,0,0.103092784,-12.3388,12.9271
77937,chipp6166,2.8143,1.08,3.357850975,25.99936041,0,0.479692996,-10.9492,17.2746
77938,chipp6167,1.6758,1.022,2.792696026,15.62835661,0,0,-13.5525,12.0691
77939,chipp6168,1.1115,1.106,3.076923077,35.22267206,0,0,-11.9287,14.9061
77940,chipp6169,218.1789,1.211,4.935628514,59.2073294,0.242140739,0.355992261,-64.5269,42.0689
72843,chipp617,12.771,1.43,0.655391121,0.803382664,2.381959126,4.679351656,-254.9379,259.5834
77941,chipp6170,7.4745,1.126,2.107164359,36.1589404,0,1.33654425,-9.9294,11.1681
77942,chipp6171,23.8131,1.225,5.075777618,45.42499717,0,4.013757134,-16.2048,15.6463
77943,chipp6172,14.6808,1.242,8.239333006,53.99705738,0.036782737,0.625306523,-17.4503,25.3618
77944,chipp6173,2.5299,1.058,3.059409463,33.86695126,0,0.355745286,-6.9157,20.0039
77945,chipp6174,1.1736,1.12,0.306748466,85.12269939,0,0,-5.184,6.8734
77946,chipp6175,15.9561,1.242,4.393930848,49.79412262,0,0.112809521,-12.7687,9.9389
77947,chipp6176,1.1412,1.126,3.548895899,47.31861199,0,0,-15.5544,18.4407
77948,chipp6177,1.9557,1.042,5.798435343,65.25540727,0,0.092038656,-71.7464,-23.7679
77949,chipp6178,1.2159,1.114,2.66469282,19.54108068,0,0,-11.1473,25.4825
77950,chipp6179,46.5579,1.48,3.458274536,35.00222304,0.87954998,6.073727552,-45.5278,36.4703
72844,chipp618,521.793,1.176,3.615744174,2.789726961,1.388826604,38.32692275,-125.0972,109.5539
77951,chipp6180,4.6746,1.179,4.928763958,51.23219099,0,0.596842511,-78.6101,-25.8377
77952,chipp6181,1.0998,1.056,1.882160393,36.25204583,0,1.145662848,-8.482,21.1719
77953,chipp6182,1.2969,1.062,5.759888966,40.66620402,0,0,-11.0749,18.1921
77954,chipp6183,3.627,1.153,3.399503722,50.76923077,0,0,-5.3819,16.2913
77955,chipp6184,2.0682,1.188,1.087902524,28.28546562,0,0.43516101,-13.8098,23.1497
77956,chipp6185,8.2404,1.136,4.073831367,63.77238969,0,0.557011796,-63.1003,36.7473
77957,chipp6186,23959.7919,1.037,4.611871441,25.88666265,4.015935547,15.7623485,-89.1785,54.4526
77958,chipp6187,4.7646,1.291,4.646769928,39.34642992,0.132225161,0.28333963,1.739,22.9153
77959,chipp6188,225.2205,1.247,4.981518112,58.47988971,0.234570121,0.402006034,-62.765,41.2603
77960,chipp6189,12.2238,1.143,4.557502577,53.1365042,0,0.147253718,-12.3037,8.6085
77961,chipp6190,3.7512,1.031,3.478886756,16.38675624,0,0,-50.7515,60.7143
77962,chipp6191,2.1006,1.075,3.427592117,39.67437875,0,0.385604113,-38.1748,-31.0705
77963,chipp6192,4.2057,1.207,6.419858763,63.1500107,0,0,-9.0004,3.3319
77964,chipp6193,1.4913,1.451,2.776101388,48.34037417,0,0.06035003,-8.9306,1.6864
77965,chipp6194,4.1607,1.111,3.201384382,37.81094527,0,0,-13.6853,14.9748
77966,chipp6195,2.2662,1.079,1.469420175,36.29864972,0,0,-12.6096,16.6015
77967,chipp6196,23966.0505,1.019,4.611981436,25.88810785,4.016445263,15.75966678,-89.1545,54.4396
77968,chipp6197,228.5019,1.343,4.997026283,58.21553344,0.238685105,0.516363321,-61.9563,40.2392
77969,chipp6198,1.2942,1.272,2.225312935,66.75938804,0,0,-10.0141,9.9897
77970,chipp6199,24194.6145,1.043,4.615606089,26.19335224,3.980957415,15.61570448,-88.8931,54.2826
72383,chipp62,20.25,1.309,1.697777778,0,5.284444444,36.8,-40.2188,33.1535
72846,chipp620,61.1523,1.348,3.436501979,6.705226132,10.00485673,5.675011406,-400.5142,129.7977
77971,chipp6200,26.5446,1.061,4.217807012,46.65016614,0.054248322,0.450939174,-8.7278,14.9281
77972,chipp6201,6.5727,1.077,2.47843352,49.37696837,0,0.465562098,-6.3992,16.0402
77973,chipp6202,16.0821,1.197,4.572164083,53.76909732,0.039173988,0.039173988,-11.4842,12.6378
77974,chipp6203,24.2955,1.747,4.434154473,49.34987961,0.025930728,0.337099463,-9.5982,12.8174
77975,chipp6204,8.352,1.371,3.523706897,53.15732759,0.075431034,0.075431034,-11.53,14.425
77976,chipp6205,7.4241,1.235,4.57025094,36.25894048,0,0.497029943,-9.8992,16.0134
77977,chipp6206,7.6824,1.453,5.365510778,45.86457357,0,0,-11.2021,15.4225
77978,chipp6207,1.926,1.061,0,45.98130841,0,0,-9.9668,22.6279
77979,chipp6208,5.6475,1.189,3.314741036,36.30278884,0,0.35059761,-7.1397,19.5233
77980,chipp6209,2.241,1.144,2.891566265,49.87951807,0,0,-14.6611,15.4583
72847,chipp621,14.4018,1.17,1.687289089,0.118735158,0.118735158,33.89576303,-184.2519,181.3807
77981,chipp6210,11.5416,1.086,3.727386151,45.2900811,0,0.358702433,-11.3539,13.3723
77982,chipp6211,18.2988,1.004,3.531379107,43.45366909,0,0.226244344,-11.5448,14.1742
77983,chipp6212,1.8459,1.112,1.413944417,58.70307167,0,0,-6.8961,19.5659
77984,chipp6213,6.7347,1.185,3.006815448,40.31805426,0,0,-11.9232,15.6964
77985,chipp6214,2.2194,1.231,1.905920519,17.72100568,0,0.729927007,0.6521,32.8891
77986,chipp6215,67.266,1.388,3.359646775,34.6320578,0.792079208,11.80626171,-59.1822,32.0119
77987,chipp6216,0.7092,1.137,0,0,4.568527919,39.59390863,1.6383,4.1049
77988,chipp6217,1.6047,1.08,1.738642737,30.95905777,0,0,-14.3854,14.7506
77989,chipp6218,2.6847,1.144,4.592691921,34.66309085,0,0,-3.3231,29.6707
77990,chipp6219,104.7897,1.175,3.624402017,37.80715089,0,0.494705109,-9.947,12.225
72848,chipp622,37.8729,1.043,3.267507901,3.376820893,33.08619092,37.27335377,-11.4399,31.0253
77991,chipp6220,3.3138,1.153,3.422053232,38.32156437,0,0,0.6298,32.1692
77992,chipp6221,0.5742,1.129,3.29153605,47.64890282,0,0,11.5784,57.5508
77993,chipp6222,0.972,1.128,3.055555556,54.25925926,0,0,-5.9417,58.0609
77994,chipp6223,1.4121,1.328,4.333970682,68.64244742,0,0,-7.5309,13.4048
77995,chipp6224,1.6641,1.811,3.353163872,49.64845863,0,0.757166036,0.5219,55.6785
77996,chipp6225,108.5265,1.182,3.609901729,37.92013932,0,0.478500643,-9.6222,12.9062
77997,chipp6226,87.606,1.071,3.710704746,39.45551675,0,0.351345798,-10.077,12.5678
77998,chipp6227,12.6081,1.526,4.168748662,49.11842387,0,0.049967878,-10.1476,14.2107
77999,chipp6228,2.0061,1.839,2.108568865,68.46119336,0,0,-5.6738,14.3168
78000,chipp6229,31.9707,1,3.532922332,43.79134645,0,0.177349886,-9.3727,12.359
72849,chipp623,9.7335,1.087,0.471567268,0,0.693481276,52.47341655,-25.9862,30.3557
78001,chipp6230,86.1579,1.115,3.702040092,38.98841546,0,0.357251047,-10.1248,12.5729
78002,chipp6231,4.1436,1.104,5.169417897,41.57254561,0,0.021720243,-10.7982,16.6157
78003,chipp6232,94.7025,1.076,3.735804229,39.43264433,0,0.500831551,-9.9536,12.547
78004,chipp6233,44.6391,1.051,3.707736043,45.24687998,0,0.151212726,-9.5815,12.8068
78005,chipp6234,82.8351,1.139,3.709297146,38.45543737,0,0.306391856,-10.3742,12.6084
78006,chipp6235,21.2076,1.481,3.47988457,45.88779494,0,0.195213037,-10.7851,13.9045
78007,chipp6236,89.6211,1.039,3.672461061,39.39886924,0,0.486046255,-9.9505,12.5136
78008,chipp6237,0.0018,1.074,0,0,0,0,54,51.5714
